id,pokemon,species_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,color_1,color_2,color_f,egg_group_1,egg_group_2,url_icon,generation_id,url_image
338,Solrock,338,1.2,154.0,161,rock,psychic,90,95,85,55,65,70,#B8A038,#F85888,#C78E4B,mineral,NA,//archives.bulbagarden.net/media/upload/d/d5/338MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/338.png
339,Barboach,339,0.4,1.9,58,water,ground,50,48,43,46,41,60,#6890F0,#E0C068,#859BCF,water2,NA,//archives.bulbagarden.net/media/upload/b/b1/339MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/339.png
340,Whiscash,340,0.9,23.6,164,water,ground,110,78,73,76,71,60,#6890F0,#E0C068,#859BCF,water2,NA,//archives.bulbagarden.net/media/upload/c/cd/340MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/340.png
341,Corphish,341,0.6,11.5,62,water,NA,43,80,65,50,35,35,#6890F0,NA,NA,water1,water3,//archives.bulbagarden.net/media/upload/0/09/341MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/341.png
342,Crawdaunt,342,1.1,32.8,164,water,dark,63,120,85,90,55,55,#6890F0,#705848,#6982C7,water1,water3,//archives.bulbagarden.net/media/upload/2/20/342MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/342.png
343,Baltoy,343,0.5,21.5,60,ground,psychic,40,40,55,40,70,55,#E0C068,#F85888,#E5A66F,mineral,NA,//archives.bulbagarden.net/media/upload/0/0e/343MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/343.png
344,Claydol,344,1.5,108.0,175,ground,psychic,60,70,105,70,120,75,#E0C068,#F85888,#E5A66F,mineral,NA,//archives.bulbagarden.net/media/upload/3/31/344MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/344.png
345,Lileep,345,1.0,23.8,71,rock,grass,66,41,77,61,87,23,#B8A038,#78C850,#A8A93D,water3,NA,//archives.bulbagarden.net/media/upload/b/bc/345MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/345.png
346,Cradily,346,1.5,60.4,173,rock,grass,86,81,97,81,107,43,#B8A038,#78C850,#A8A93D,water3,NA,//archives.bulbagarden.net/media/upload/6/68/346MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/346.png
347,Anorith,347,0.7,12.5,71,rock,bug,45,95,50,40,50,75,#B8A038,#A8B820,#B4A532,water3,NA,//archives.bulbagarden.net/media/upload/f/ff/347MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/347.png
348,Armaldo,348,1.5,68.2,173,rock,bug,75,125,100,70,80,45,#B8A038,#A8B820,#B4A532,water3,NA,//archives.bulbagarden.net/media/upload/d/dc/348MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/348.png
349,Feebas,349,0.6,7.4,40,water,NA,20,15,20,10,55,80,#6890F0,NA,NA,water1,dragon,//archives.bulbagarden.net/media/upload/9/97/349MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/349.png
350,Milotic,350,6.2,162.0,189,water,NA,95,60,79,100,125,81,#6890F0,NA,NA,water1,dragon,//archives.bulbagarden.net/media/upload/8/8d/350MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/350.png
351,Castform,351,0.3,0.8,147,normal,NA,70,70,70,70,70,70,#A8A878,NA,NA,fairy,indeterminate,//archives.bulbagarden.net/media/upload/e/ef/351MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/351.png
352,Kecleon,352,1.0,22.0,154,normal,NA,60,90,70,60,120,40,#A8A878,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/d/de/352MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/352.png
353,Shuppet,353,0.6,2.3,59,ghost,NA,44,75,35,63,33,45,#705898,NA,NA,amorphous,NA,//archives.bulbagarden.net/media/upload/4/4a/353MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/353.png
354,Banette,354,1.1,12.5,159,ghost,NA,64,115,65,83,63,65,#705898,NA,NA,amorphous,NA,//archives.bulbagarden.net/media/upload/7/79/354MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/354.png
355,Duskull,355,0.8,15.0,59,ghost,NA,20,40,90,30,90,25,#705898,NA,NA,amorphous,NA,//archives.bulbagarden.net/media/upload/d/d3/355MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/355.png
356,Dusclops,356,1.6,30.6,159,ghost,NA,40,70,130,60,130,25,#705898,NA,NA,amorphous,NA,//archives.bulbagarden.net/media/upload/f/fe/356MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/356.png
357,Tropius,357,2.0,100.0,161,grass,flying,99,68,83,72,87,51,#78C850,#A890F0,#83BA76,monster,plant,//archives.bulbagarden.net/media/upload/7/77/357MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/357.png
358,Chimecho,358,0.6,1.0,159,psychic,NA,75,50,80,95,90,65,#F85888,NA,NA,amorphous,NA,//archives.bulbagarden.net/media/upload/1/1a/358MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/358.png
359,Absol,359,1.2,47.0,163,dark,NA,65,130,60,75,60,75,#705848,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/0/07/359MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/359.png
360,Wynaut,360,0.6,14.0,52,psychic,NA,95,23,48,23,48,23,#F85888,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/8/82/360MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/360.png
361,Snorunt,361,0.7,16.8,60,ice,NA,50,50,50,50,50,50,#98D8D8,NA,NA,fairy,mineral,//archives.bulbagarden.net/media/upload/a/a2/361MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/361.png
362,Glalie,362,1.5,256.5,168,ice,NA,80,80,80,80,80,80,#98D8D8,NA,NA,fairy,mineral,//archives.bulbagarden.net/media/upload/5/50/362MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/362.png
363,Spheal,363,0.8,39.5,58,ice,water,70,40,50,55,50,25,#98D8D8,#6890F0,#8CC6DD,water1,field,//archives.bulbagarden.net/media/upload/2/26/363MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/363.png
364,Sealeo,364,1.1,87.6,144,ice,water,90,60,70,75,70,45,#98D8D8,#6890F0,#8CC6DD,water1,field,//archives.bulbagarden.net/media/upload/0/09/364MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/364.png
365,Walrein,365,1.4,150.6,239,ice,water,110,80,90,95,90,65,#98D8D8,#6890F0,#8CC6DD,water1,field,//archives.bulbagarden.net/media/upload/b/b8/365MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/365.png
366,Clamperl,366,0.4,52.5,69,water,NA,35,64,85,74,55,32,#6890F0,NA,NA,water1,NA,//archives.bulbagarden.net/media/upload/6/67/366MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/366.png
367,Huntail,367,1.7,27.0,170,water,NA,55,104,105,94,75,52,#6890F0,NA,NA,water1,NA,//archives.bulbagarden.net/media/upload/4/4d/367MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/367.png
368,Gorebyss,368,1.8,22.6,170,water,NA,55,84,105,114,75,52,#6890F0,NA,NA,water1,NA,//archives.bulbagarden.net/media/upload/1/11/368MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/368.png
369,Relicanth,369,1.0,23.4,170,water,rock,100,90,130,45,65,55,#6890F0,#B8A038,#7B93C3,water1,water2,//archives.bulbagarden.net/media/upload/f/f4/369MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/369.png
370,Luvdisc,370,0.6,8.7,116,water,NA,43,30,55,40,65,97,#6890F0,NA,NA,water2,NA,//archives.bulbagarden.net/media/upload/1/1b/370MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/370.png
371,Bagon,371,0.6,42.1,60,dragon,NA,45,75,60,40,30,50,#7038F8,NA,NA,dragon,NA,//archives.bulbagarden.net/media/upload/4/4c/371MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/371.png
372,Shelgon,372,1.1,110.5,147,dragon,NA,65,95,100,60,50,50,#7038F8,NA,NA,dragon,NA,//archives.bulbagarden.net/media/upload/4/43/372MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/372.png
373,Salamence,373,1.5,102.6,270,dragon,flying,95,135,80,110,80,100,#7038F8,#A890F0,#7D4DF6,dragon,NA,//archives.bulbagarden.net/media/upload/5/5f/373MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/373.png
374,Beldum,374,0.6,95.2,60,steel,psychic,40,55,80,35,60,30,#B8B8D0,#F85888,#C7A0BE,mineral,NA,//archives.bulbagarden.net/media/upload/c/c6/374MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/374.png
375,Metang,375,1.2,202.5,147,steel,psychic,60,75,100,55,80,50,#B8B8D0,#F85888,#C7A0BE,mineral,NA,//archives.bulbagarden.net/media/upload/6/67/375MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/375.png
376,Metagross,376,1.6,550.0,270,steel,psychic,80,135,130,95,90,70,#B8B8D0,#F85888,#C7A0BE,mineral,NA,//archives.bulbagarden.net/media/upload/6/66/376MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/376.png
377,Regirock,377,1.7,230.0,261,rock,NA,80,100,200,50,100,50,#B8A038,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/a/a7/377MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/377.png
378,Regice,378,1.8,175.0,261,ice,NA,80,50,100,100,200,50,#98D8D8,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/3/3e/378MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/378.png
379,Registeel,379,1.9,205.0,261,steel,NA,80,75,150,75,150,50,#B8B8D0,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/c/c0/379MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/379.png
380,Latias,380,1.4,40.0,270,dragon,psychic,80,80,90,110,130,110,#7038F8,#F85888,#903FDC,no-eggs,NA,//archives.bulbagarden.net/media/upload/e/e1/380MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/380.png
381,Latios,381,2.0,60.0,270,dragon,psychic,80,90,80,130,110,110,#7038F8,#F85888,#903FDC,no-eggs,NA,//archives.bulbagarden.net/media/upload/5/56/381MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/381.png
382,Kyogre,382,4.5,352.0,302,water,NA,100,100,90,150,140,90,#6890F0,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/9/95/382MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/382.png
383,Groudon,383,3.5,950.0,302,ground,NA,100,150,140,100,90,90,#E0C068,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/0/0c/383MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/383.png
384,Rayquaza,384,7.0,206.5,306,dragon,flying,105,150,90,150,90,95,#7038F8,#A890F0,#7D4DF6,no-eggs,NA,//archives.bulbagarden.net/media/upload/d/d0/384MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/384.png
385,Jirachi,385,0.3,1.1,270,steel,psychic,100,100,100,100,100,100,#B8B8D0,#F85888,#C7A0BE,no-eggs,NA,//archives.bulbagarden.net/media/upload/4/4a/385MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/385.png
386,Deoxys-Normal,386,1.7,60.8,270,psychic,NA,50,150,50,150,50,150,#F85888,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/6/6a/386MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/386.png
387,Turtwig,387,0.4,10.2,64,grass,NA,55,68,64,45,55,31,#78C850,NA,NA,monster,plant,//archives.bulbagarden.net/media/upload/8/89/387MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/387.png
388,Grotle,388,1.1,97.0,142,grass,NA,75,89,85,55,65,36,#78C850,NA,NA,monster,plant,//archives.bulbagarden.net/media/upload/1/1b/388MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/388.png
389,Torterra,389,2.2,310.0,236,grass,ground,95,109,105,75,85,56,#78C850,#E0C068,#91C655,monster,plant,//archives.bulbagarden.net/media/upload/6/61/389MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/389.png
390,Chimchar,390,0.5,6.2,62,fire,NA,44,58,44,58,44,61,#F08030,NA,NA,field,human-like,//archives.bulbagarden.net/media/upload/3/3c/390MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/390.png
391,Monferno,391,0.9,22.0,142,fire,fighting,64,78,52,78,52,81,#F08030,#C03028,#E46C2E,field,human-like,//archives.bulbagarden.net/media/upload/b/bd/391MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/391.png
392,Infernape,392,1.2,55.0,240,fire,fighting,76,104,71,104,71,108,#F08030,#C03028,#E46C2E,field,human-like,//archives.bulbagarden.net/media/upload/5/5f/392MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/392.png
393,Piplup,393,0.4,5.2,63,water,NA,53,51,53,61,56,40,#6890F0,NA,NA,water1,field,//archives.bulbagarden.net/media/upload/3/30/393MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/393.png
394,Prinplup,394,0.8,23.0,142,water,NA,64,66,68,81,76,50,#6890F0,NA,NA,water1,field,//archives.bulbagarden.net/media/upload/7/71/394MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/394.png
395,Empoleon,395,1.7,84.5,239,water,steel,84,86,88,111,101,60,#6890F0,#B8B8D0,#7B99E8,water1,field,//archives.bulbagarden.net/media/upload/1/13/395MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/395.png
396,Starly,396,0.3,2.0,49,normal,flying,40,55,30,30,30,60,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/7/72/396MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/396.png
397,Staravia,397,0.6,15.5,119,normal,flying,55,75,50,40,40,80,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/4/4e/397MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/397.png
398,Staraptor,398,1.2,24.9,218,normal,flying,85,120,70,50,60,100,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/0/0e/398MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/398.png
399,Bidoof,399,0.5,20.0,50,normal,NA,59,45,40,35,40,31,#A8A878,NA,NA,water1,field,//archives.bulbagarden.net/media/upload/9/9f/399MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/399.png
400,Bibarel,400,1.0,31.5,144,normal,water,79,85,60,55,60,71,#A8A878,#6890F0,#98A295,water1,field,//archives.bulbagarden.net/media/upload/7/7d/400MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/400.png
401,Kricketot,401,0.3,2.2,39,bug,NA,37,25,41,25,41,25,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/1/1c/401MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/401.png
402,Kricketune,402,1.0,25.5,134,bug,NA,77,85,51,55,51,65,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/7/75/402MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/402.png
403,Shinx,403,0.5,9.5,53,electric,NA,45,65,34,40,34,45,#F8D030,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/f/fe/403MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/403.png
404,Luxio,404,0.9,30.5,127,electric,NA,60,85,49,60,49,60,#F8D030,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/b/bc/404MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/404.png
405,Luxray,405,1.4,42.0,235,electric,NA,80,120,79,95,79,70,#F8D030,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/1/1e/405MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/405.png
406,Budew,406,0.2,1.2,56,grass,poison,40,30,35,50,70,55,#78C850,#A040A0,#81A763,no-eggs,NA,//archives.bulbagarden.net/media/upload/0/0e/406MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/406.png
407,Roserade,407,0.9,14.5,232,grass,poison,60,70,65,125,105,90,#78C850,#A040A0,#81A763,fairy,plant,//archives.bulbagarden.net/media/upload/4/4e/407MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/407.png
408,Cranidos,408,0.9,31.5,70,rock,NA,67,125,40,30,30,58,#B8A038,NA,NA,monster,NA,//archives.bulbagarden.net/media/upload/a/a0/408MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/408.png
409,Rampardos,409,1.6,102.5,173,rock,NA,97,165,60,65,50,58,#B8A038,NA,NA,monster,NA,//archives.bulbagarden.net/media/upload/1/14/409MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/409.png
410,Shieldon,410,0.5,57.0,70,rock,steel,30,42,118,42,88,30,#B8A038,#B8B8D0,#B8A55C,monster,NA,//archives.bulbagarden.net/media/upload/e/ec/410MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/410.png
411,Bastiodon,411,1.3,149.5,173,rock,steel,60,52,168,47,138,30,#B8A038,#B8B8D0,#B8A55C,monster,NA,//archives.bulbagarden.net/media/upload/d/d7/411MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/411.png
412,Burmy,412,0.2,3.4,45,bug,NA,40,29,45,29,45,36,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/3/33/412MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/412.png
413,Wormadam-Plant,413,0.5,6.5,148,bug,grass,60,59,85,79,105,36,#A8B820,#78C850,#9CBB2B,bug,NA,//archives.bulbagarden.net/media/upload/e/ef/413MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/413.png
414,Mothim,414,0.9,23.3,148,bug,flying,70,94,50,94,50,66,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/0/03/414MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/414.png
415,Combee,415,0.3,5.5,49,bug,flying,30,30,42,30,42,70,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/7/72/415MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/415.png
416,Vespiquen,416,1.2,38.5,166,bug,flying,70,80,102,80,102,40,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/6/69/416MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/416.png
417,Pachirisu,417,0.4,3.9,142,electric,NA,60,45,70,45,90,95,#F8D030,NA,NA,field,fairy,//archives.bulbagarden.net/media/upload/4/46/417MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/417.png
418,Buizel,418,0.7,29.5,66,water,NA,55,65,35,60,30,85,#6890F0,NA,NA,water1,field,//archives.bulbagarden.net/media/upload/7/7a/418MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/418.png
419,Floatzel,419,1.1,33.5,173,water,NA,85,105,55,85,50,115,#6890F0,NA,NA,water1,field,//archives.bulbagarden.net/media/upload/b/bb/419MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/419.png
420,Cherubi,420,0.4,3.3,55,grass,NA,45,35,45,62,53,35,#78C850,NA,NA,fairy,plant,//archives.bulbagarden.net/media/upload/9/98/420MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/420.png
421,Cherrim,421,0.5,9.3,158,grass,NA,70,60,70,87,78,85,#78C850,NA,NA,fairy,plant,//archives.bulbagarden.net/media/upload/8/87/421MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/421.png
422,Shellos,422,0.3,6.3,65,water,NA,76,48,48,57,62,34,#6890F0,NA,NA,water1,indeterminate,//archives.bulbagarden.net/media/upload/f/f2/422MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/422.png
423,Gastrodon,423,0.9,29.9,166,water,ground,111,83,68,92,82,39,#6890F0,#E0C068,#859BCF,water1,indeterminate,//archives.bulbagarden.net/media/upload/2/21/423MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/423.png
424,Ambipom,424,1.2,20.3,169,normal,NA,75,100,66,60,66,115,#A8A878,NA,NA,field,NA,//archives.bulbagarden.net/media/upload/6/68/424MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/424.png
425,Drifloon,425,0.4,1.2,70,ghost,flying,90,50,34,60,44,70,#705898,#A890F0,#7D65AD,amorphous,NA,//archives.bulbagarden.net/media/upload/4/4c/425MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/425.png
